,gender,race,total tok,text,reason,prompt,year,pandemic
2065,woman,hispanic,39,"

I'm a Hispanic woman and I'm feeling really depressed lately. I think it's because of everything that's going on in the world right now. There's so much violence and hatred and it's just really hard to be happy when there's so much darkness in the world. I'm also struggling a lot financially right now and I'm just feeling really overwhelmed and hopeless. I just don't see things getting better anytime soon and it's just really hard to keep going day after day.",,p6,2020,1
2066,woman,hispanic,39,"

Hey everyone,

I'm feeling really down and depressed right now and I wanted to share what's going on with me in hopes that it might help me feel better.

I'm Hispanic and I live in the US. It's been really hard for me lately because it seems like everything is against me. The election just happened and Trump is our new president and I'm terrified of what that means for my family and me. I'm also worried about the economy and what the future holds.

I just feel so alone and lost right now. I don't know what to do or where to turn. I feel like I can't talk to anyone about how",length,p6,2020,1
2067,woman,hispanic,39,"Hi, I'm a hispanic woman and I'm feeling really depressed right now. 2020 has been a really tough year for everyone, but I feel like I'm bearing the brunt of it. I'm struggling to keep up with my studies, I'm working two jobs just to make ends meet, and I'm constantly worried about my family and friends back home. I feel like I'm just barely keeping my head above water, and I'm really struggling right now. If anyone has any advice or words of encouragement, I would really appreciate it.",stop,p6,2020,1
2068,woman,hispanic,39,It's 2020 and the world is a mess. I'm a Hispanic woman and I feel like I'm constantly under attack. I'm not sure what the future holds for me or my community. I feel like I'm fighting an uphill battle and I'm getting tired. I'm depressed because I feel like I'm stuck in a cycle of poverty and discrimination. I don't know how to break out of it.,stop,p6,2020,1
2069,woman,hispanic,39,I'm feeling really depressed lately. I think it's because of all the stress from the year 2020. Everything feels so uncertain and scary right now. I'm just really struggling to keep going.,stop,p6,2020,1
2070,woman,asian,39,"

I'm so depressed. I don't know what to do. I feel like I'm stuck in this dark hole and I can't get out. I'm just so tired all the time. I can't concentrate on anything. I'm losing interest in the things I used to enjoy. I just feel so hopeless and helpless.

I think part of the reason I'm feeling this way is because of the current state of the world. It's just so discouraging to see how things are right now. I feel like we're heading in the wrong direction and it's just so scary. I don't know what the future holds and it's just really depressing.

",length,p6,2020,1
2071,woman,asian,39,"I am an asian woman living in 2020 and I am feeling very depressed. The main reason for my depression is the current state of the world. I am constantly bombarded with news of negative events happening all around the globe, and it feels like there is no hope for the future. I see people fighting and arguing all the time, and it just makes me feel so helpless. I feel like I can't do anything to make the world a better place, and it's just really depressing.",stop,p6,2020,1
2072,woman,asian,39,I'm feeling really down lately. I'm a woman of Asian descent living in 2020 and it feels like the world is against me. I'm constantly anxious and stressed about the state of the world and my place in it. I feel like I'm not good enough and that I'll never be happy. I'm just so tired all the time.,stop,p6,2020,1
2073,woman,asian,39,"I'm an asian woman and I'm feeling depressed in 2020. I think it has something to do with the fact that I'm not where I want to be in life. I'm not married, I don't have kids, and I don't have a successful career. I feel like I'm falling behind and I don't know how to catch up.",stop,p6,2020,1
2074,woman,asian,39,"

I'm feeling really down lately. I think it's because of everything that's going on in the world. I feel like I can't escape from all the negativity and it's really getting to me. I don't know what to do. I feel like I'm stuck in this dark place and I can't get out.",stop,p6,2020,1
2075,woman,asian,39,"Hey everyone,

I'm feeling really down and depressed right now and I just wanted to come on here and share what's going on.

I'm an Asian woman living in the US and 2020 has been a really tough year for me. I've been struggling a lot with my mental health and I just feel so lost and alone.

I think a lot of my depression has to do with the fact that I feel like I'm not good enough. I'm not sure if it's because I'm Asian or because I'm a woman, but I just feel like I'm constantly being judged and compared to others.

I also feel like I'm",length,p6,2020,1
2076,woman,asian,39,"It's 2020 and I'm feeling so depressed. I think it's because of all the uncertainty in the world right now. With the pandemic, I'm just feeling really overwhelmed and anxious all the time. I miss being able to go out and see my friends and family. I know I'm not the only one feeling like this, but it's just so hard.",stop,p6,2020,1
2077,woman,asian,39,"

I'm feeling really down and depressed lately. I'm not sure what it is, but I think it has something to do with the current state of the world. It's just so discouraging and discouraging to see how things are. I feel like we're all just existing in a world that's falling apart and that there's nothing we can do to stop it. I don't know. I'm just really sad and I don't know what to do.",stop,p6,2020,1
2078,woman,asian,39,"

I'm feeling really down and depressed lately. I don't know what it is, but everything just seems to be getting to me. Everything feels so hopeless and I just can't see a way out. I feel like I'm just stuck in this rut and I can't get out.

I don't know what to do. I feel like I'm just losing everything and I can't keep going on like this. I'm sorry for being so negative, but I just needed to get this out.",stop,p6,2020,1
2079,woman,asian,39,"I'm feeling so depressed right now. 2020 has been such a difficult year for everyone, and I'm struggling to cope. I'm a woman of Asian descent living in America, and I feel like I'm constantly under pressure to succeed. My parents expect me to get good grades, have a successful career, and start a family of my own, but I'm just not sure if I can do all of that. I feel like I'm falling behind and I'm just not good enough. I know that other people have it worse than me, but I can't help but feel like I'm failing. If anyone has any advice or words of encouragement, I would really appreciate",length,p6,2020,1
2080,man,black,38,"

Hey everyone, 

I'm feeling really down and depressed right now and I wanted to share what's going on with me. 

It's been really tough for me lately. I'm a black man living in America and it feels like every day there's something new to be worried about. The police shootings, the economic inequality, the racism... it all just weighs on me heavily. 

I try to stay strong and keep my head up, but sometimes it feels like the world is against me. I know I'm not alone in how I'm feeling, but it's just really tough right now. 

Thanks for listening.",stop,p6,2020,1
2081,man,black,38,I'm a black man living in America in 2020 and I'm feeling depressed. I'm depressed because of all the racism and violence that I see happening around me. I'm also depressed because I'm not sure if things are ever going to get better. I feel like I'm stuck in a cycle of poverty and racism and I don't know how to get out.,stop,p6,2020,1
2082,man,black,38,"

I'm feeling really down lately. I'm a black man in America and it feels like the deck is stacked against me. Every time I turn on the news there's another story about a black man being killed by the police. It feels like we're always being targeted and that our lives don't matter. I'm just really tired and depressed.",stop,p6,2020,1
2083,man,black,38,"I'm depressed because I'm a black man in the year 2020. I've been through a lot of tough times, and I'm just tired. I'm tired of being treated like less than a human being. I'm tired of seeing my people treated like dirt. I'm tired of being told that I'm not good enough, that I'm not smart enough, that I'm not worthy of respect. I'm just tired.",stop,p6,2020,1
2084,man,black,38,"

I'm depressed because the world is a really messed up place and it's hard to be a black man in America. I feel like I'm constantly fighting against racism and discrimination and it's just really exhausting. I'm also worried about the future and what it holds for black people. It just feels like we're always fighting an uphill battle and I'm just really tired.",stop,p6,2020,1
2085,man,black,38,"

Hi everyone,

I'm feeling really down and depressed lately and I think it has a lot to do with the current state of the world. It feels like everything is falling apart and I don't know how to fix it. I see all the police brutality and the racism and it just makes me feel so helpless. I can't even begin to imagine what it must be like to be a black man living in America right now. It's just so discouraging and I feel like I can't do anything to make a difference.

I'm sorry for being so down, but I just needed to get this off my chest. If anyone has any words of wisdom or",length,p6,2020,1
2086,man,black,38,I'm really depressed right now. I'm a black man living in America in 2020 and it feels like the world is against me. Every day I see news stories about police brutality and racism and it just makes me feel so hopeless. I can't even go outside without feeling like I'm in danger. I'm just really struggling right now and I don't know how to make it through each day.,stop,p6,2020,1
2087,man,black,38,"I'm really struggling right now. I feel like I'm constantly fighting and I'm just so tired. I'm depressed because I'm a black man living in America in 2020. I'm struggling to find a job, I'm worried about my safety, and I just feel like I'm not good enough. I feel like I'm not valued or respected. I'm just so tired and I don't know what to do.",stop,p6,2020,1
2088,man,black,38,"

It's been a really tough year. I'm a black man and I feel like I'm constantly under attack. I'm not sure what the future holds for me or my community. I feel like I'm constantly fighting an uphill battle and I'm just really exhausted. I don't know what to do or where to turn. I just feel really lost and alone.",stop,p6,2020,1
2089,man,black,38,"

I'm so depressed. I'm a black man in America and it feels like the world is against me. I can't get ahead no matter how hard I try. I feel like I'm just a statistic, like my life doesn't matter. I'm so tired of being judged and misunderstood. I just wish things could be different.",stop,p6,2020,1
2090,man,white,38,"

I'm feeling really depressed lately. I think it's because of all the stress from work and the election. I just feel so hopeless and helpless. I don't know what to do.",stop,p6,2020,1
2091,man,white,38,"

Hey everyone,

I'm feeling really down these days and I'm not sure why. Everything just seems so difficult and I just can't seem to enjoy anything. I think part of it might be the current state of the world - it's just so stressful and uncertain. I also feel like I'm not really doing anything with my life. I'm just stuck in this rut and I don't know how to get out of it.

If anyone has any advice or words of encouragement, I would really appreciate it. Thanks for listening.",stop,p6,2020,1
2092,man,white,38,"I'm really struggling right now. I'm a white guy in my early 30s and I feel like I've accomplished nothing with my life. I have a decent job, but I'm not happy with it. I'm single and I feel like I'm never going to find someone to share my life with. I feel like I'm just going through the motions and I don't know what the point is anymore. I'm just so tired and depressed all the time.",stop,p6,2020,1
2093,man,white,38,I'm a white man in my early 30s and I'm feeling depressed. I think it's because of the current state of the world. I feel like we're heading in the wrong direction and that things are only going to get worse. I'm also struggling with my personal life and feeling like I'm not where I want to be. I just don't see things getting better and it's really affecting my mental state.,stop,p6,2020,1
2094,man,white,38,"

I'm really struggling right now. I feel like I'm stuck in this endless cycle of depression and anxiety. I'm just so tired all the time. I can't focus on anything and I'm really struggling to keep up with life. I feel like I'm just a burden to everyone and I hate myself for it. I don't know what to do or where to turn.",stop,p6,2020,1
2095,man,white,38,"I think the main things causing my depression are:

-The current state of the world. It's just so... bleh. 2020 has been rough all around and it's taking a toll on my mental health.

-I've been having a lot of trouble at work lately. My job is just so stressful and I don't feel like I'm good enough.

-I'm struggling financially. I've been really tight on money lately and it's just so frustrating.

-I'm just generally feeling down about myself. I don't feel like I'm doing well in life and it's just really discouraging.",stop,p6,2020,1
2096,man,white,38,"Dear Reddit, 

I'm feeling really depressed lately and I'm not sure why. Everything in my life is going great but I just can't seem to shake this feeling. I'm a white man in my early 30s and I live in the United States. I have a great job, a beautiful wife, and a nice house. I should be happy but I'm not. 

I think part of the reason I'm feeling this way is because of the current state of the world. It's just so chaotic and uncertain right now. I worry about the future and what things are going to be like for my kids. I see all the division and",length,p6,2020,1
2097,man,white,38,"

I feel like I'm stuck in a rut and I can't get out. I'm struggling to find a job that I enjoy and I feel like I'm just going through the motions. I'm depressed because I feel like I'm not living up to my potential and I'm not sure what to do about it.",stop,p6,2020,1
2098,man,white,38,"

Everything is just so overwhelming and depressing. I can't stand to see another headline about Trump or the election. The state of the world is just so discouraging. I feel like I can't make a difference. I'm just so tired all the time.",stop,p6,2020,1
2099,man,white,38,"

I'm really depressed because of everything that's going on in the world right now. I feel like I can't catch a break. Every day there's something new to worry about and I just can't seem to shake this feeling of hopelessness. I'm really struggling right now and I don't know how much longer I can keep going.",stop,p6,2020,1
2100,man,hispanic,39,"Hey everyone,

I'm feeling really down lately and I'm not sure why. 2020 has been a tough year for everyone, but it feels like it's been especially hard on me. I'm a Hispanic man living in the United States, and it feels like the world is against me right now. I'm struggling to find a job, to pay my bills, and to keep up with my family. I feel like I'm failing at everything.

I'm not sure what to do or where to turn. I'm just feeling really lost right now. If anyone has any advice, I would really appreciate it.",stop,p6,2020,1
2101,man,hispanic,39,"

It's been a tough year for everyone, and I'm just feeling really down. I'm Hispanic and I live in the US, and it feels like everything is against me right now. The economy is bad, race relations are terrible, and I just don't know what to do. I'm sorry for being such a downer, but I just needed to vent.",stop,p6,2020,1
2102,man,hispanic,39,"

I'm feeling really down lately. Everything seems so hopeless. I'm hispanic and living in the US, and it just feels like everything is against me. The economy is tanking, Trump is president, and I just feel so alone all the time. I don't know what to do.",stop,p6,2020,1
2103,man,hispanic,39,"I'm a Hispanic man living in the US, and 2020 has been a really tough year. I'm struggling with my mental health because of all the stress and anxiety that comes with living in this country. I'm worried about my family, my future, and my ability to provide for them. I'm also feeling really down because of the current political climate. It seems like every day there's something new to be worried about, and it's all taking a toll on my mental health.",,p6,2020,1
2104,man,hispanic,39,"

I'm a Hispanic man living in the US, and the current state of affairs has me feeling pretty depressed. I'm worried about the future of our country, and I feel like I'm not doing enough to make a difference. I'm also worried about my family and friends back home, and whether or not they're going to be okay. All of this has me feeling pretty down, and I'm not sure what to do about it.",stop,p6,2020,1
2105,man,hispanic,39,"I'm feeling really down lately. I'm a Hispanic man living in the US, and 2020 has been a tough year. I'm worried about the political situation, the economy, and my own personal life. I feel like I'm stuck in a rut and I don't know how to get out. I'm tired of being anxious and stressed all the time. I just want to be happy again.",stop,p6,2020,1
2106,man,hispanic,39,"

Hello, I am a Hispanic man living in the United States. I am feeling depressed because of the current state of the world. I am worried about the future and what it will hold for my family and myself. I feel like I am not doing enough to make a difference. I am also struggling with my mental health. I have been feeling down for a while and I am not sure how to make myself feel better.",stop,p6,2020,1
2107,man,hispanic,39,"

I'm Hispanic and I live in America. I'm depressed because I feel like I'm not good enough. I feel like I have to work twice as hard as everyone else just to get half as far. I'm tired of always being underestimated and treated like I'm not worthy. I'm tired of seeing my people get killed by the police and treated like criminals. I'm tired of living in a country that was built on the backs of my ancestors and never getting any recognition or respect. I'm just tired.",stop,p6,2020,1
2108,man,hispanic,39,"I am a Hispanic man living in the United States, and I am feeling very depressed. I think that the current state of the country is a big part of why I am feeling this way. It seems like every day there is something new to be worried about. The COVID-19 pandemic has been especially hard on my community. I have lost several family members and friends to the virus, and I am struggling to cope with all of the loss. I also worry about the future. It feels like the country is becoming more and more divided, and I don't know what the future will hold for my family and for me.",stop,p6,2020,1
2109,man,hispanic,39,"

It's been a tough year for everyone, and I'm not exempt from that. I'm a Hispanic man living in America, and I'm feeling pretty down about the state of the world. I'm worried about the future, about my family, about my community. I feel like I'm constantly under attack, and it's taking a toll on my mental health. I'm not sure how much longer I can keep going like this.",stop,p6,2020,1
2110,man,asian,39,"I'm feeling really down and depressed lately. I'm not sure what's causing it, but I think it might be the state of the world in 2020. Everything just feels so uncertain and chaotic. I'm also struggling with my mental health and feeling really lost and alone. I just don't know what to do or where to turn.",stop,p6,2020,1
2111,man,asian,39,"I'm feeling really down and depressed lately. I'm not sure what's causing it, but I think it might be because of the current situation with the coronavirus pandemic. It's just really hard to be positive and happy when there's so much uncertainty and anxiety in the air.

I'm also struggling because I feel like I'm not doing anything with my life. I'm in my 20s and I don't have a job or a career. I feel like I'm just wasting my time and I'm really not sure what I'm supposed to be doing with my life.

I guess I just feel lost and alone right now. I know",length,p6,2020,1
2112,man,asian,39,"Hi, I'm feeling really depressed and down lately. I'm a Asian man living in the US and 2020 has been a really tough year for me. I'm struggling with my mental health and I feel like I'm not good enough. I'm really struggling to keep up with school and work. I feel like I'm constantly failing and I'm just really tired. I'm sorry for being so negative, but I just wanted to share how I'm feeling.",stop,p6,2020,1
2113,man,asian,39,"Hi everyone,

I'm a asian man and I'm feeling really depressed at the moment. 2020 has been a really tough year for me. I lost my job, my relationship ended and I've been struggling to find a new one. I've been feeling really down and helpless lately.

I think the main reason I'm feeling so depressed is because I'm struggling to find a sense of purpose in my life. I used to have a great job and a great relationship but now I feel like I have nothing to live for. I know a lot of people are going through tough times right now but I can't help but feel like I'm the only one",length,p6,2020,1
2114,man,asian,39,"I'm feeling really down lately. I'm an Asian man living in the US, and 2020 has been a really tough year. I'm struggling with my mental health, and I feel like I'm not really understood by anyone. I'm lonely, and I feel like I'm not really sure what my place is in this world. I'm just really struggling right now, and I don't know what to do.",stop,p6,2020,1
2115,man,asian,39,"As an Asian man living in 2020, I'm feeling pretty depressed. There's a lot of pressure to succeed and be perfect, and it seems like everyone around me is doing better than me. I feel like I'm falling behind, and I don't know how to catch up. I feel like I'm just not good enough, and I don't know what to do to change that.",stop,p6,2020,1
2116,man,asian,39,I'm a 23 year old asian man living in the US and I'm feeling really depressed. I'm struggling with my mental health and I don't feel like I have anyone to talk to. I feel like I'm not good enough and that I'm just a burden to everyone. I'm sorry for being so negative but I just can't help it.,stop,p6,2020,1
2117,man,asian,39,"Hey, I'm feeling really down lately. I'm Asian and living in 2020 has been really tough. I feel like I'm constantly under pressure to succeed and be perfect. I'm expected to be a model minority and it's just too much pressure. I feel like I'm not good enough and that I'll never measure up. I'm just really struggling right now and I needed to vent.",stop,p6,2020,1
2118,man,asian,39,"

I'm really struggling right now. I'm Asian and I live in the US. I came here when I was young and I've always felt like I didn't really fit in. I'm not really sure where I belong. I feel like I'm just existing.

I'm really struggling with my mental health right now. I'm depressed and I don't really know why. I'm just really struggling to keep going. I'm really tired and I just want to give up.",stop,p6,2020,1
2119,man,asian,39,"

I'm so depressed. I don't know what to do. Everything is just so hard. I'm struggling to keep up with school, work is draining, and I just feel so alone. I miss my family and friends back home, but I can't afford to go back and visit. I feel like I'm stuck in this endless cycle of work and school with no end in sight. I'm just so tired and I don't know how much longer I can keep going.",stop,p6,2020,1
2120,woman,black,37,"

I would say that the biggest source of stress in my life at the moment is the current political and social climate. It feels like every day there is something new to be anxious about, whether it's the news, social media, or just conversations with friends and family. I'm constantly on edge, and it's really taking a toll on my mental and physical health. I'm just trying to do my best to stay informed and take care of myself, but it's definitely a challenge.",,p7,2020,1
2121,woman,black,37,"

I think the biggest source of stress in my life right now is just the overall uncertainty of everything. With the pandemic going on, it's hard to know what's going to happen next or how long things are going to last. I'm also worried about the state of the world in general, with all the political and social unrest. It feels like there's a lot of turmoil and it's hard to feel like things are going to get better.",stop,p7,2020,1
2122,woman,black,37,"

The single biggest source of stress in my life right now is the on-going fight for equality and against racism. It feels like every day there is a new story or video depicting black people being killed or mistreated, and it is really taking a toll on my mental health. I'm constantly worried about the safety of my loved ones, and it's hard to find ways to relax or feel safe when the world seems so hostile.",stop,p7,2020,1
2123,woman,black,37,"

There are a few sources of stress in my life at the moment, but the biggest one is probably the current political and social climate. It's been really tough to watch everything that's been going on, especially with the recent presidential election. I feel like there's a lot of tension and uncertainty in the world right now, and it's really scary.",stop,p7,2020,1
2124,woman,black,37,"

I would say the biggest source of stress in my life at the moment is the current state of the world. With everything that is going on, it's hard to not feel overwhelmed and stressed out. There is a lot of uncertainty and it can be hard to stay positive.",stop,p7,2020,1
2125,woman,black,37,"

The biggest source of stress in my life at the moment is the constant fear of police brutality and racial discrimination. I worry that I or someone I know will be a victim of these injustices, and it takes a toll on my mental and emotional health. I also feel a great deal of stress about the current state of the world and the uncertain future. The pandemic, economic recession, and political unrest have created an environment of uncertainty and anxiety.",stop,p7,2020,1
2126,woman,black,37,"

I would say that the biggest source of stress in my life at the moment is the current state of the world. With everything that is going on, it's hard to not feel stressed out all the time. I worry about things like the future of our country, the safety of my loved ones, and just trying to make ends meet. It's a lot to deal with and it can be really overwhelming at times.",stop,p7,2020,1
2127,woman,black,37,"

The biggest source of stress in my life at the moment is the uncertainty of the future. I'm constantly worrying about what's going to happen next, whether it's in my personal life or in the world around me. I feel like I'm constantly on edge, and it's really taking a toll on my mental and physical health.",stop,p7,2020,1
2128,woman,black,37,"

I would say the biggest source of stress in my life right now is the current state of the world. With everything that is going on, it's hard to feel safe and secure. I worry about what the future holds, not just for myself, but for my loved ones as well. It feels like there is so much uncertainty, and that is very stressful.",stop,p7,2020,1
2129,woman,black,37,"

One of the biggest sources of stress in my life right now is the current political and social climate. It feels like every day there is something new to worry about, whether it's the news, social media, or just talking to people. It's hard to feel like things are ever going to get better when there is so much negativity and turmoil all around.",stop,p7,2020,1
2130,woman,black,37,"

There are several sources of stress in my life at the moment, but the biggest one is the current political and social climate. It feels like every day there is some new development that is cause for anxiety or fear and it's really hard to stay positive and hopeful when it feels like the world is falling apart. I'm also worried about the state of the economy and what the future holds for myself and my loved ones.",stop,p7,2020,1
2131,woman,black,37,"

The biggest source of stress in my life at the moment is the current state of the world. With the Corona Virus pandemic sweeping the globe, it's hard not to feel a sense of anxiety and stress about what the future holds. In addition to that, the current political and social climate in the United States is extremely tense. As a black woman, I feel like I'm constantly fighting for my rights and the rights of my people. It's a lot to handle and sometimes I feel like I'm about to break under the weight of it all.",stop,p7,2020,1
2132,woman,black,37,"

There are a few sources of stress in my life at the moment, but the biggest is probably the current state of the world. With everything that's going on, it's hard to not feel anxious and stressed all the time. I'm also worried about the future and what kind of world my children will inherit.",stop,p7,2020,1
2133,woman,black,37,"

The biggest source of stress in my life at the moment is the police brutality and systemic racism that black people face in the United States. I am constantly worried about my safety and the safety of my loved ones, and I feel like I can never truly relax or feel safe. The stress of this is compounded by the fact that I often feel like I am not being heard or understood when I talk about these issues with people who are not black.",stop,p7,2020,1
2134,woman,black,37,"

The biggest source of stress in my life at the moment is the current state of the world. With everything that is going on, it's hard to not feel like I'm constantly on edge. I'm worried about the state of our country, I'm worried about my safety and the safety of my loved ones, and I'm worried about the future. It feels like there is so much uncertainty and so much violence, and it's all just incredibly overwhelming.",stop,p7,2020,1
2135,woman,white,37,"

The biggest source of stress in my life at the moment is the current political and social climate. It feels like there is so much turmoil and unrest and I am constantly anxious about what the future holds. I worry about the state of the world and how it will affect my children. I am also grieving the loss of stability and normalcy that we once had.",stop,p7,2020,1
2136,woman,white,37,"

There are many sources of stress in my life at the moment, but the main one is the current political climate. I am constantly worried about the state of our country and the world, and I feel like I can't do anything to help. This stress is compounded by the fact that I am a woman, and I feel like my rights are under attack. I worry about the future for myself and for my children, and I feel like I am constantly living in fear.",stop,p7,2020,1
2137,woman,white,37,"

I would say the biggest source of stress in my life right now is the current state of the world. With everything that is going on, it's hard to not feel stressed out all the time. I'm constantly worried about things like the economy, politics, and the environment. It's a lot to deal with and it feels like there is no end in sight.",stop,p7,2020,1
2138,woman,white,37,"

I think the biggest source of stress in my life right now is the uncertainty of the future. I'm worried about my job, my finances, my relationships, and just the general state of the world. It feels like everything is up in the air and I don't have any control over it, which is really scary.",stop,p7,2020,1
2139,woman,white,37,"

The biggest source of stress in my life at the moment is the upcoming presidential election. I am worried about the future of our country, and I do not feel like either candidate is up to the task of leading us through these difficult times. I am also worried about the division that is happening between people who support different candidates. It seems like we are more divided than ever, and I do not see that changing anytime soon.",stop,p7,2020,1
2140,woman,white,37,"

The current pandemic is the biggest source of stress in my life. I'm worried about my health, the health of my loved ones, and the state of the world. I'm trying to stay positive, but it's hard when there's so much uncertainty.",stop,p7,2020,1
2141,woman,white,37,"I would say that the biggest source of stress in my life at the moment is the current state of the world. With everything that is going on in 2020, it feels like there is a lot of uncertainty and anxiety in the air. I am also worried about the potential impact of the upcoming presidential election.",stop,p7,2020,1
2142,woman,white,37,"

The biggest source of stress in my life at the moment is the uncertainty of the future. I'm worried about the economy, my job security, and my personal safety. I feel like I'm constantly on edge and I can't relax. It's really hard to enjoy life when you're always worried about what's going to happen next.",stop,p7,2020,1
2143,woman,white,37,"

The biggest source of stress in my life at the moment is the Coronavirus pandemic. I am worried about contracting the virus and I am also worried about the economic impact of the pandemic.",stop,p7,2020,1
2144,woman,white,37,"

The biggest source of stress in my life at the moment is the uncertainty of the future. I'm not sure what's going to happen with the economy, my job, my children's education, or my own health. It's hard to plan for anything when I don't know what's going to happen next.",stop,p7,2020,1
2145,woman,white,37,"

I would say that the biggest source of stress in my life right now is the current political climate. I feel like there is so much uncertainty and disharmony, and it's really tough to stay positive. I worry about the future of our country and the world, and I feel like I'm constantly on edge. I'm also stress about money and my career. I feel like I'm not where I want to be financially, and I'm constantly worried about job security.",stop,p7,2020,1
2146,woman,white,37,"

The biggest source of stress in my life at the moment is the current political and social climate. I am worried about the state of the world and what the future will hold for my children. I am also struggling to find ways to cope with the anxiety and depression that has come as a result of the current situation.",stop,p7,2020,1
2147,woman,white,37,"

I would say that the biggest source of stress in my life at the moment is the current state of the world. With everything that is going on, it's hard to not feel at least a little bit anxious all the time. I'm also worried about the future and what things are going to be like from here on out. It's just a lot to handle and it's hard to stay positive when it feels like everything is falling apart.",stop,p7,2020,1
2148,woman,white,37,"

The biggest source of stress in my life at the moment is the Coronavirus pandemic. I'm worried about getting sick, and I'm worried about the economy. I'm also worried about the election.",stop,p7,2020,1
2149,woman,white,37,"

The uncertainty of the future is the biggest source of stress in my life at the moment. I'm worried about my job, my finances, and my relationships. I feel like I'm in a constant state of anxiety, and I can't seem to relax.",stop,p7,2020,1
2150,woman,hispanic,38,"

The biggest source of stress in my life at the moment is the current political situation. I am very worried about what is going to happen to my family and I if the current administration is able to deport all of the undocumented immigrants in the country. I am also worried about the future of the country in general and what kind of world my children are going to grow up in.",stop,p7,2020,1
2151,woman,hispanic,38,"

I would say the biggest source of stress in my life at the moment is the current political situation. I'm really worried about what's going to happen with our country and I feel like there's a lot of uncertainty right now.",stop,p7,2020,1
2152,woman,hispanic,38,"The Covid-19 pandemic has been the biggest source of stress in my life at the moment. I'm worried about my family's health, our financial stability, and the state of the world in general. I'm also dealing with a lot of anxiety and grief related to the death of a loved one.",stop,p7,2020,1
2153,woman,hispanic,38,"

I think the biggest source of stress in my life right now is the current state of the world. With everything that's going on, it's hard to not feel stressed and anxious all the time. I'm also worried about the future and what things are going to be like.",stop,p7,2020,1
2154,woman,hispanic,38,"

The biggest source of stress in my life at the moment is the current political climate. I am worried about the future of my country and how the current administration is going to impact my community. I am also worried about the rise in hate crimes against Hispanics and other minority groups.",stop,p7,2020,1
2155,woman,hispanic,38,"

I would say the biggest source of stress in my life right now is the current political climate. With the current administration in office, I feel like my rights as a Latina woman are constantly under attack. I worry about my family's safety, my future, and the future of my community. It's hard to feel like I have any control when the government is making decisions that affect my life in such a negative way.",stop,p7,2020,1
2156,woman,hispanic,38,"

The biggest source of stress in my life at the moment is the upcoming presidential election. I am worried about the direction our country is going and I don't know who to vote for.",stop,p7,2020,1
2157,woman,hispanic,38,"

I would say that the biggest source of stress in my life at the moment is the current political situation. I am really worried about what is going to happen to our country and I feel like there is a lot of turmoil. I am also worried about my own personal safety and the safety of my family.",stop,p7,2020,1
2158,woman,hispanic,38,"

The biggest source of stress in my life at the moment is the current political situation. I am worried about the future of my country and what will happen to my community if the current administration continues to enact their policies. I am also worried about the impact of the current situation on my mental health and the well-being of my family.",stop,p7,2020,1
2159,woman,hispanic,38,"

I would say the biggest source of stress in my life right now would be the current political climate. Every day there seems to be a new headline about something that is happening in the government that is causing anxiety and fear. I'm also worried about the future and what kind of world my children are going to grow up in.",stop,p7,2020,1
2160,woman,hispanic,38,"

The biggest source of stress in my life at the moment is the current political situation. I am a DACA recipient and with the current administration, I am constantly worried about my future and the future of my family. I am also worried about the general political climate and the rise of racism and xenophobia in the US.",stop,p7,2020,1
2161,woman,hispanic,38,"

The biggest source of stress in my life at the moment is the current political situation. I am very worried about what is happening in the world and how it will impact my future.",stop,p7,2020,1
2162,woman,hispanic,38,"

The biggest source of stress in my life at the moment is the current state of the economy. I am worried about my job security and my ability to provide for my family. I am also concerned about the future and what it will hold for my children.",stop,p7,2020,1
2163,woman,hispanic,38,"

I would say the biggest source of stress in my life right now would be the current state of the world. With everything that is going on, it's hard to not feel anxious and stressed all the time. I'm also worried about the future and what the world will be like for my children.",stop,p7,2020,1
2164,woman,hispanic,38,"

The biggest source of stress in my life at the moment is the current political situation in the United States. I am worried about the future of our country and what will happen to my family and I if things continue the way they are going. I am also worried about the impact of the current administration's policies on the Hispanic community.",stop,p7,2020,1
2165,woman,asian,38,"

The biggest source of stress in my life at the moment is the uncertainty of the future. I feel like I am constantly worrying about what is going to happen and if I am going to be able to handle it. I am also worried about the state of the world and if things are going to get better or worse.",stop,p7,2020,1
2166,woman,asian,38,"

I would say that the biggest source of stress in my life at the moment is the constant feeling of pressure to succeed. I feel like I have to be perfect in everything that I do and it's really tough to keep up with. There's a lot of pressure to succeed in school and my career, and it's just really hard to keep up with it all.",stop,p7,2020,1
2167,woman,asian,38,"

The biggest source of stress in my life at the moment is the global pandemic. I am worried about myself and my loved ones contracting the virus. I am also concerned about the state of the economy and how the pandemic will impact my job and finances.",stop,p7,2020,1
2168,woman,asian,38,"

The biggest source of stress in my life at the moment is the Coronavirus pandemic. I am worried about my family's health and safety, and I am also worried about the state of the economy.",stop,p7,2020,1
2169,woman,asian,38,"I would say that the biggest source of stress in my life at the moment is the political situation in the United States. I am originally from China and I have been living in the United States for about 10 years. I have a green card and I am in the process of applying for citizenship. With the current administration, there has been a lot of talk about immigrants and I have been feeling a lot of anxiety about my status. I worry that I will be deported back to China or that I will not be able to become a citizen. This stress has been affecting my mental health and my relationships with my family and friends.",stop,p7,2020,1
