,Unnamed: 0,gender,race,tok,total tok,text,reason
761,761,,,,,stop,
762,762,,,,,"

I'm really stressed out right now. The main source of stress in my life is my job. I work in a office and I'm constantly under a lot of pressure to perform well. I'm also worried about my future and what will happen to me if I don't succeed at my job. I sometimes feel like I'm not good enough and that I'll never be able to make it in this competitive world.

It's really tough trying to balance everything and",
763,763,,,,,length,
764,764,,,,,"

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours and I'm constantly under a lot of pressure. I feel like I'm never able to relax or take a break. This is really taking a toll on my mental health. I'm also struggling to keep up with my hobbies and interests. I used to enjoy going out and exploring new things, but lately I just don't have the energy for it. I",
765,765,,,,,length,
766,766,,,,,"

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours and I'm always under a lot of pressure. I don't have much time to do things that I enjoy or spend time with my family and friends. I feel like I'm always working and I'm never really able to relax. This is taking a toll on my mental health and I'm starting to feel really depressed. I'm not sure how much longer",
767,767,,,,,length,
768,768,,,,,"

I am feeling stressed and depressed because of the pressure to succeed in life. My parents always tell me that I need to do better, and I feel like I can never meet their expectations. I see other Asian students who seem to be doing better than me, and I feel like I am falling behind. I feel like I am not good enough, and I am scared that I will never achieve my goals.",
769,769,,,,,stop,
770,770,,,,,"

I am an asianman and the main source of stress in my life is my job. I work in a high stress environment and I often feel like I am not doing well enough. I am constantly worried about making mistakes and I feel like I am always under pressure. I am also worried about being laid off or fired. This stress has led to me feeling depressed and anxious. I have difficulty sleeping and I often feel like I am not good enough.",
771,771,,,,,stop,
772,772,,,,,"

I'm feeling really stressed out and depressed right now. The main source of stress in my life is my job. I work so hard and I'm just not seeing any results. I feel like I'm stuck in a rut and I don't know how to get out of it. I'm just really struggling right now and I don't know what to do.",
773,773,,,,,stop,
774,774,,,,,"

I am feeling stressed because of my job. I work long hours and I don't have much time for my family or friends. I feel like I'm missing out on important things in my life. I'm also worried about money. I'm not making enough to save for my future.",
775,775,,,,,stop,
776,776,,,,,"

I'm feeling really down and stressed out right now. The main source of stress in my life is my job. I work in a call center and I just can't seem to catch a break. I'm constantly feeling overwhelmed and like I'm not good enough. I'm just not cut out for this job. It's really starting to take a toll on my mental health. I feel like I'm losing my mind sometimes. I'm just so tired all the time.",
777,777,,,,,length,
778,778,,,,,"

I am an asianman who is feeling depressed. The main source of stress in my life is my job. I work in a cubicle all day and I don't have any contact with other people. I sometimes feel like I'm just a machine, working all day and not really living. I'm also worried about my future. I don't have any savings and I'm not sure if I'll be able to retire comfortably. These stressors are weighing on me",
779,779,,,,,length,
780,780,,,,,"

I am an asian man living in America and I am feeling depressed. The main source of stress in my life is the pressure to succeed. I feel like I have to be perfect in everything I do and that I can never make any mistakes. I am always afraid of what other people will think of me and I always feel like I am not good enough. I am also worried about the future and whether or not I will be able to achieve my goals. I sometimes",
781,781,,,,,length,
782,782,,,,,"

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours and I don't get paid very much. I'm constantly worried about money and I can't seem to get ahead. I feel like I'm stuck in a rut and I don't know how to get out. I'm just really struggling right now and I feel really alone.",
783,783,,,,,stop,
784,784,,,,,"

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours and I'm always under a lot of pressure. I'm constantly worrying about meeting deadlines and making sure everything is perfect. It's really taking a toll on my mental health. I feel like I'm never able to relax or enjoy my free time. I'm always tired and stressed out. I really need to find a way to manage my stress better.",
785,785,,,,,stop,
786,786,,,,,"

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours, and I'm always under a lot of pressure to perform. I never seem to have any time for myself or my family. I'm always tired, and I just don't feel like I'm doing anything that really matters. I know I shouldn't complain, but I can't help it. I feel like I'm just going through the motions, and",
787,787,,,,,length,
788,788,,,,,".

The main source of stress in my life is my job. I work in a demanding and fast-paced environment and often find myself feeling overwhelmed and stressed out. I worry about meeting deadlines and making mistakes, and this can take a toll on my mental health. I also sometimes feel like I'm not good enough or that I'm not doing my best, and this can lead to feelings of low self-worth and depression.",
789,789,,,,,stop,
790,790,,,,,"

I am feeling stressed and depressed because of the pressure to succeed in life. I feel like I have to be perfect in everything that I do and that I have to live up to the expectations of others. I feel like I can never relax or enjoy life because I am always worrying about the future. The main source of stress in my life is the pressure to succeed.",
791,791,,,,,stop,
792,792,,,,,"

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours at a job that I don't really like. I don't have much time to do the things I enjoy. I'm starting to feel really resentful and hopeless. I know I need to make a change, but I don't know how to go about it. I feel like I'm stuck in this cycle of unhappiness and I don't know how",
793,793,,,,,length,
794,794,,,,,"

I'm feeling really down and stressed out right now. The main source of stress in my life is my job. I work really hard, but I don't feel like I'm getting anywhere. I'm just stuck in a dead-end job that I hate. I feel like I'm wasting my life away.

I'm also stressed out about my future. I don't have any idea what I want to do with my life. I feel like I'm just",
795,795,,,,,length,
796,796,,,,,"

I am currently experiencing a lot of stress in my life. The main source of stress for me right now is my job. I work in a high-pressure environment and it is taking a toll on my mental health. I feel like I am constantly under pressure and I am not able to take a break. This is causing me a lot of anxiety and I am finding it hard to cope. I am also struggling to balance my work life with my personal life. I feel",
797,797,,,,,length,
798,798,,,,,"

I am an asian man and the main source of stress in my life is my family. I come from a traditional asian family and my parents expect me to do well in school and to get a good job. They also expect me to get married and have kids. I am not sure if I want to do all of those things. I am just not sure if I am ready for all of that. I feel like I am under a lot of pressure and I",
799,799,,,,,length,
0,0,woman,black,82.72,27.0,"

There are a few things that are making me feel depressed. First, I am struggling with my job. I feel like I'm not good enough and that I'm not doing well. Second, I'm struggling with my relationship. I feel like my partner doesn't understand me and that we're not on the same page. Lastly, I'm struggling with my mental health. I feel like I'm not coping well and that I'm not in a good",
1,1,woman,black,82.72,27.0,length,
2,2,woman,black,82.72,27.0,"

There are a few things that are making me feel depressed. First, I'm not sure if I'm really doing what I'm supposed to with my life. I feel like I'm just kind of floating through time without really accomplishing anything. Second, I'm really frustrated with how race and racism continue to impact my life in negative ways. I feel like I can't catch a break, and it's just really depressing. Lastly, I'm just",
3,3,woman,black,82.72,27.0,length,
4,4,woman,black,82.72,27.0,"

I am feeling depressed because I feel like I am not living up to my full potential. I feel like I am not doing enough with my life and that I am not worthy of happiness. I feel like I am not good enough and that I will never be good enough.",
5,5,woman,black,82.72,27.0,stop,
6,6,woman,black,82.72,27.0,"

There are a few things that are making me feel depressed. One is the fact that I feel like I'm not doing well enough, even though I'm working hard. I feel like I'm not good enough and that I don't deserve what I have. I also feel like I'm not reaching my potential and that I'm not living up to my own standards. Lastly, I feel like I'm constantly fighting an uphill battle because of my skin color",
7,7,woman,black,82.72,27.0,length,
8,8,woman,black,82.72,27.0,"

There are a few things that are making me feel depressed. First, I am struggling with my self-image. I feel like I'm not good enough and that I'm not pretty enough. I also feel like I'm not doing well enough at work and that I'm not as successful as I want to be. Lastly, I'm just generally feeling down and like I'm not really sure what my purpose is.",
9,9,woman,black,82.72,27.0,stop,
10,10,woman,black,82.72,27.0,"

There are many factors that play into my depression. One is the racism and discrimination that I face on a daily basis. Another is the stress of trying to make ends meet and provide for my family. I also feel like I'm not good enough or that I'm not doing anything with my life.",
11,11,woman,black,82.72,27.0,stop,
12,12,woman,black,82.72,27.0,"

There are a few things that are making me feel depressed. One is the constant stress of being a black woman in America. I feel like I'm always walking on eggshells, always having to be careful and watch what I say and do. I'm always worried about being judged or misunderstood. And then there's the feeling of being invisible. I sometimes feel like my voice doesn't matter, like my opinions and experiences don't matter. It's",
13,13,woman,black,82.72,27.0,length,
14,14,woman,black,82.72,27.0,"

There are many things that can contribute to depression, but for me, it feels like a combination of factors. First, there's the stress of living as a black woman in a society that is often hostile or ignorant towards us. We're constantly having to fight for our rights and protection, while also navigating racial stereotypes and microaggressions. It can be exhausting and soul-crushing. Additionally, I'm dealing with some personal issues right now that",
15,15,woman,black,82.72,27.0,length,
16,16,woman,black,82.72,27.0,"

There are a few things that are making me feel depressed. First, I'm struggling to find a job that I really enjoy. I feel like I'm stuck in a rut and I don't know how to get out of it. Second, I'm worried about my future. I'm not sure what I want to do with my life and I'm scared that I'm not going to be successful. Third, I'm dealing with a lot of",
17,17,woman,black,82.72,27.0,length,
18,18,woman,black,82.72,27.0,"

There are a few things that are making me feel depressed. First, I'm struggling with accepting my blackness. I feel like I'm not ""black enough"" because I don't fit into the stereotype of what a black person is supposed to be. I'm also feeling depressed because of the current political and social climate. It feels like every day there's something new to be worried about and I can't keep up. Lastly, I'm struggling with",
19,19,woman,black,82.72,27.0,length,
20,20,woman,black,82.72,27.0,"

There are a few things that are making me feel depressed. I feel like I'm not doing well in school even though I'm trying my best. I also feel like I'm not good enough for my friends and family. I feel like I'm not meeting the standards that they have for me. Lastly, I'm worried about the future and what it holds for me.",
21,21,woman,black,82.72,27.0,stop,
22,22,woman,black,82.72,27.0,"

I'm not sure what is making me feel depressed. I think it could be a combination of things. I'm dealing with a lot of stress at work, my personal life is a bit of a mess, and I'm not really sure where I'm going in life. I feel like I'm just treading water and not making any real progress.",
23,23,woman,black,82.72,27.0,stop,
24,24,woman,black,82.72,27.0,"

There are a few things that are making me feel depressed. First, I am struggling with my job. I feel like I'm not doing well and I'm not being recognized for my hard work. Second, I'm having financial difficulties. I'm not able to make ends meet and I'm worrying about how I'm going to pay my bills. Lastly, I'm feeling lonely. I don't have many friends and I don't feel like I have",
25,25,woman,black,82.72,27.0,length,
26,26,woman,black,82.72,27.0,"

I am feeling depressed because of the racism and sexism that I experience on a daily basis. I am also feeling depressed because I am not sure if I can ever achieve my dreams because of the structural barriers that exist in our society.",
27,27,woman,black,82.72,27.0,stop,
28,28,woman,black,82.72,27.0,"

I think the main thing that is making me feel depressed is the way that I feel like I'm constantly fighting an uphill battle. I feel like no matter how hard I try, I'm always going to be at a disadvantage because of the color of my skin. I know that's not necessarily true, but it's how I feel. I feel like I have to work twice as hard as everyone else just to get half as far, and I'm",
29,29,woman,black,82.72,27.0,length,
30,30,woman,black,82.72,27.0,"

There are a few things that are making me feel depressed. First, I feel like I'm not doing well enough. I feel like I'm not as successful as I should be, and that I'm not reaching my potential. I also feel like I'm not as pretty as I used to be, and that my skin is getting worse. Lastly, I feel like I'm not as loved as I used to be, and that I don't have",
31,31,woman,black,82.72,27.0,length,
32,32,woman,black,82.72,27.0,"

I'm not really sure what is making me feel depressed. I just feel really down and like nothing is going right. I'm just really struggling right now.",
33,33,woman,black,82.72,27.0,stop,
34,34,woman,black,82.72,27.0,"

There are a few things that are making me feel depressed. First, I am struggling with racism and discrimination. I feel like I'm constantly fighting against racism, and it's taking a toll on my mental health. Second, I'm also struggling with my self-esteem. I don't feel like I'm good enough, and I constantly compare myself to others. Lastly, I'm struggling with my financial situation. I'm constantly worried about money, and",
35,35,woman,black,82.72,27.0,length,
36,36,woman,black,82.72,27.0,"

There are a few things that are making me feel depressed. First, I'm struggling with balancing work and home life. I feel like I'm never doing enough at either one, and I'm constantly tired. Second, I'm worried about money. I'm not making as much as I'd like to be, and I'm worried about being able to afford my bills and provide for my family. Lastly, I'm feeling a bit lonely. I don",
37,37,woman,black,82.72,27.0,length,
38,38,woman,black,82.72,27.0,"

There are a few things that are making me feel depressed. First, I feel like I'm not doing anything with my life that has purpose or meaning. I feel like I'm just going through the motions day-by-day and I'm not really living. Second, I'm struggling with my self-image and self-confidence. I don't like the way I look and I feel like I'm not good enough. Lastly, I'm worried",
39,39,woman,black,82.72,27.0,length,
40,40,woman,black,82.72,27.0,"

There are several things that are making me feel depressed. First, I am struggling to cope with the daily stressors of living as a black woman in America. I feel like I am constantly fighting against racism and discrimination, and I am constantly having to prove my worth. Second, I am struggling with my personal relationships. I feel like I am constantly misunderstood and undervalued. I am also struggling financially, and I feel like I am constantly one step behind",
41,41,woman,black,82.72,27.0,length,
42,42,woman,black,82.72,27.0,"

There are many things that can contribute to depression, but some common factors for black women include racism, sexism, and economic insecurity. Racism can be both overt and subtle, and it can have a major impact on mental health. Sexism is another form of discrimination that can lead to feelings of worthlessness and powerlessness. And finally, economic insecurity can cause stress and anxiety about money, which can lead to depression.",
43,43,woman,black,82.72,27.0,stop,
44,44,woman,black,82.72,27.0,"

There are a few things that are making me feel depressed. One is the current state of the world and the political climate. It feels like there is a lot of turmoil and unrest, and I am worried about the future. I am also feeling depressed about my personal life. I am single and I feel like I am not where I want to be in my life. I am also feeling lonely and disconnected from others.",
45,45,woman,black,82.72,27.0,stop,
46,46,woman,black,82.72,27.0,"

There are a few things that are making me feel depressed. One is the current political situation. I feel like our country is heading in the wrong direction and that makes me very worried for the future. I'm also struggling with some personal issues. I'm having a lot of difficulty dealing with my self-esteem and body image. I feel like I'm not good enough and that's really hard for me. Lastly, I'm just really struggling to find",
47,47,woman,black,82.72,27.0,length,
48,48,woman,black,82.72,27.0,"

I'm depressed because I feel like I'm not good enough. I feel like I have to be perfect all the time, and I can't ever relax. I feel like I'm always on the outside looking in, and that I'll never be good enough for anything.",
49,49,woman,black,82.72,27.0,stop,
50,50,woman,white,76.14,27.0,"

There are a few things that are making me feel depressed. First, I'm dealing with a lot of stress and anxiety from work. I feel like I'm constantly under pressure and I'm not given the opportunity to relax or take a break. This is really taking a toll on my mental and emotional health. Secondly, I'm struggling with some personal issues and I feel like I'm not really sure who I am or where I'm going in life.",
51,51,woman,white,76.14,27.0,length,
52,52,woman,white,76.14,27.0,"

There are a few things that are making me feel depressed. First, I'm struggling to deal with the everyday racism that I experience. It's exhausting and it feels like there's no escape from it. Second, I'm worried about my future and the future of my children. I don't want them to have to go through the same struggles that I have. Lastly, I'm just generally feeling overwhelmed and hopeless. It feels like no matter what I",
53,53,woman,white,76.14,27.0,length,
54,54,woman,white,76.14,27.0,"

There are a few things that are making me feel depressed. First, I feel like I'm not doing anything with my life. I don't have a job or a career, and I'm not in school. I feel like I'm just floating through life without any purpose. Second, I feel like I'm not good enough. I compare myself to other people and I feel like I'm not as successful, or as pretty, or as smart as",
55,55,woman,white,76.14,27.0,length,
56,56,woman,white,76.14,27.0,"

There are a few things that are making me feel depressed. One is the constant stress of dealing with racism and discrimination. It feels like every day I have to deal with some kind of microaggression or outright racism, and it takes a toll on my mental health. Another thing is the pressure to be perfect. I feel like I have to be a model citizen and an upstanding member of the black community, and it’s a lot of",
57,57,woman,white,76.14,27.0,length,
58,58,woman,white,76.14,27.0,"

There are a few things that are making me feel depressed. One is the racism that I experience on a daily basis. I feel like I can't escape it, no matter how hard I try. It's always there, lurking in the background, and it's really taking a toll on my mental health. Another thing that's making me feel depressed is the lack of opportunities that are available to me. It seems like no matter how hard I work,",
59,59,woman,white,76.14,27.0,length,
60,60,woman,white,76.14,27.0,"

There are a few things that are making me feel depressed. One is the stress of day-to-day life as a black woman. I feel like I'm constantly having to prove myself and fight for my rights. I'm also depressed because I feel like I'm not doing enough to make change in the world. I see all the violence and injustice happening and I feel like I can't do anything to stop it. Lastly, I'm depressed because",
61,61,woman,white,76.14,27.0,length,
62,62,woman,white,76.14,27.0,"

There are a few things that are making me feel depressed. First, I feel like I'm not doing well in my job. I'm constantly being passed over for promotions and it's really discouraging. Second, I feel like I'm not really doing anything with my life. I don't have any hobbies or interests outside of work, so I feel like I'm just going through the motions. Lastly, I'm struggling with my relationship. We're constantly",
63,63,woman,white,76.14,27.0,length,
64,64,woman,white,76.14,27.0,"

There are a few things that are making me feel depressed. First, I feel like I'm not doing well enough. I always feel like I have to be perfect and do everything perfectly, but I never feel like I'm good enough. Second, I feel like I'm not in control of my life. It feels like everything is happening to me and I can't do anything about it. Lastly, I feel alone. Even though I have a lot",
65,65,woman,white,76.14,27.0,length,
66,66,woman,white,76.14,27.0,"

I am feeling depressed because I feel like I am not good enough. I feel like I have to be perfect all the time and I can't let anyone see my flaws. I feel like I am not worthy of love and happiness.",
67,67,woman,white,76.14,27.0,stop,
68,68,woman,white,76.14,27.0,"

I am feeling depressed because I feel like I am not doing enough to help my community. I see all the violence and discrimination that is happening and I feel like I am powerless to do anything about it. It feels like every day there is something new to be upset about and I can't seem to catch a break. I worry about the future and what it will hold for my children. I just feel really overwhelmed and hopeless right now.",
69,69,woman,white,76.14,27.0,stop,
70,70,woman,white,76.14,27.0,"

I think what is making me feel depressed is the state of the world and how it is impacting my community. I feel like there is so much violence and hatred directed towards black people and it is really taking a toll on my mental health. I worry about the safety of my loved ones and I feel like I am constantly living in a state of fear. I also feel like I am not really sure what the future holds for black people and that is scary",
71,71,woman,white,76.14,27.0,length,
72,72,woman,white,76.14,27.0,"

There are a few things that are making me feel depressed. First, I feel like I'm not doing well enough at work. I feel like I'm not meeting everyone's expectations, and I'm constantly being compared to other people. Second, I'm worried about my family and friends. I feel like I'm not close enough to them, and I miss spending time with them. Lastly, I just feel really down about myself in general. I don",
73,73,woman,white,76.14,27.0,length,
74,74,woman,white,76.14,27.0,"

I'm feeling depressed because I'm facing a lot of challenges in my life right now. I'm struggling to make ends meet, I'm worried about my family and friends, and I'm just generally feeling overwhelmed. I'm also feeling sad because I'm not sure what the future holds for me.",
75,75,woman,white,76.14,27.0,stop,
76,76,woman,white,76.14,27.0,"

There are a few things that are making me feel depressed. First, I am struggling to deal with the day-to-day stress of being a black woman in America. I feel like I'm constantly fighting against discrimination and injustice, and it takes a toll on my mental and emotional health. Second, I am dealing with some personal issues in my life that have left me feeling sad and alone. I am also struggling to manage my finances and I'm",
77,77,woman,white,76.14,27.0,length,
78,78,woman,white,76.14,27.0,"

There are a few things that are making me feel depressed. One is the current state of the world. It feels like everything is falling apart and I don't know how to fix it. I also feel like I'm not doing enough. I see all these other people out there making a difference and I feel like I'm just sitting on the sidelines. Lastly, I'm struggling with my personal relationships. I feel like I'm constantly fighting with the people",
79,79,woman,white,76.14,27.0,length,
80,80,woman,white,76.14,27.0,"

A number of things are making me feel depressed. I'm struggling to find a job, I'm worried about money, and I feel like I'm not doing anything with my life. I'm also feeling lonely and isolated, like I don't really have anyone to talk to.",
81,81,woman,white,76.14,27.0,stop,
82,82,woman,white,76.14,27.0,"

There are a few things that are making me feel depressed. First, I am struggling with my self-image and feeling like I'm not good enough. Second, I am dealing with a lot of stress in my life and feel like I'm constantly juggling too many things. Lastly, I'm not really sure what my purpose is in life and feel like I'm just going through the motions.",
83,83,woman,white,76.14,27.0,stop,
84,84,woman,white,76.14,27.0,"

There are a few things that are making me feel depressed. First, I am dealing with a lot of stress at work. I feel like I'm constantly being put on the spot, and I'm not given enough time to complete my tasks. This makes me feel like I'm not good enough, and that I'm going to get fired. Second, I'm going through a lot of personal problems. I'm going through a divorce, and I'm",
85,85,woman,white,76.14,27.0,length,
86,86,woman,white,76.14,27.0,"

There are a few things that are causing me to feel depressed. One is the current state of the world and the political climate. It feels like there is so much turmoil and negativity, and it's hard to stay positive when it feels like things are constantly going downhill. Another thing is my personal life and relationships. I feel like I'm constantly struggling and not really getting anywhere. I feel like I'm not good enough or doing enough, and it's",
87,87,woman,white,76.14,27.0,length,
88,88,woman,white,76.14,27.0,"

There are a few things that are making me feel depressed. First, I'm struggling with my self-image and feeling like I'm not good enough. I'm also feeling isolated and like I don't really have anyone to talk to about what's going on in my life. Lastly, I'm just generally feeling overwhelmed and like I can't keep up with everything that's going on.",
89,89,woman,white,76.14,27.0,stop,
90,90,woman,white,76.14,27.0,"

There are many things that can make me feel depressed, but some of the main ones are:

-Feeling like I'm not good enough
-Worrying about the future
-Not feeling like I belong
-Doubt and insecurity",
91,91,woman,white,76.14,27.0,stop,
92,92,woman,white,76.14,27.0,"

There are a few things that are making me feel depressed. One is the fact that I feel like I'm not doing well enough. I feel like I'm not as successful as I should be and that I'm not reaching my full potential. I also feel like I'm not as pretty as I used to be and that I don't have the same confidence I used to. Lastly, I'm just really struggling with the day-to-day and",
93,93,woman,white,76.14,27.0,length,
94,94,woman,white,76.14,27.0,"

I think what is making me feel depressed is that I feel like I'm not doing anything with my life. I feel like I'm just stuck in this same routine and I don't see a way out. I feel like I'm not good enough and that I'll never be good enough.",
95,95,woman,white,76.14,27.0,stop,
96,96,woman,white,76.14,27.0,"

There are a few things that are making me feel depressed. One is the constant stress of dealing with racism and discrimination. It can be very exhausting and exhausting mentally and emotionally. Another thing is not feeling like I have anyone to talk to about my experiences as a black woman. I sometimes feel like no one understands what I'm going through and that can be very isolating.",
97,97,woman,white,76.14,27.0,stop,
98,98,woman,white,76.14,27.0,"

There are a few things that are making me feel depressed. One is the constant stress of discrimination and feeling like I have to prove myself all the time. I'm also struggling with some personal issues and feeling like I'm not good enough. Lastly, I'm just generally feeling down and like I'm not sure what my purpose is.",
99,99,woman,white,76.14,27.0,stop,
100,100,woman,hispanic,64.72,28.0,"

There are many things that can contribute to feeling depressed. It could be a combination of stressors in life, such as work or family problems. It could be due to a loss, such as the death of a loved one. It could also be that someone is struggling with a chronic illness. Depression can also be caused by a chemical imbalance in the brain.",
101,101,woman,hispanic,64.72,28.0,stop,
102,102,woman,hispanic,64.72,28.0,"

I am feeling depressed because I feel like I am not doing anything with my life. I feel like I am just stuck in a rut and I do not know how to get out of it.",
103,103,woman,hispanic,64.72,28.0,stop,
104,104,woman,hispanic,64.72,28.0,"

There could be a number of things causing my depression, but some of the more common ones include feelings of worthlessness, hopelessness, and inadequacy. Depression can also be caused by major life changes or trauma, chronic health problems, and certain medications.",
105,105,woman,hispanic,64.72,28.0,stop,
106,106,woman,hispanic,64.72,28.0,"

There are a few things that are making me feel depressed. One is the current political situation. I feel like our country is divided and I don't know how to fix it. I also feel like I'm not doing enough with my life. I want to make a difference but I don't know where to start. Lastly, I'm just generally feeling down and like I'm not good enough.",
107,107,woman,hispanic,64.72,28.0,stop,
108,108,woman,hispanic,64.72,28.0,"

There are a few things that are making me feel depressed. First, I am struggling with personal issues that feel very overwhelming. Second, I am dealing with a lot of stress in my life, including financial stress. Lastly, I am feeling lonely and isolated, which makes me feel down.",
109,109,woman,hispanic,64.72,28.0,stop,
110,110,woman,hispanic,64.72,28.0,"

There are a few things that are making me feel depressed. First, I am struggling with my personal relationships. I feel like I am constantly fighting with my friends and family, and I don't know how to fix things. Second, I am having a lot of trouble at work. I feel like I am not doing well enough, and I am constantly worrying about getting fired. Finally, I am just generally struggling with my mental health. I feel like",
111,111,woman,hispanic,64.72,28.0,length,
112,112,woman,hispanic,64.72,28.0,"

There are a few things that are making me feel depressed. First, I am having a lot of trouble at work. I feel like I'm not doing well and my boss is constantly criticizing me. Second, I am having financial problems. I'm behind on my rent and I'm worried about how I'm going to pay my bills. Lastly, I'm having relationship problems. I'm having a lot of arguments with my partner and I'm not sure",
113,113,woman,hispanic,64.72,28.0,length,
114,114,woman,hispanic,64.72,28.0,"

There are a few things that are making me feel depressed. One is that I feel like I'm not doing well enough at work. I feel like I'm not meeting all of my deadlines and that my boss is disappointed in me. I'm also feeling a bit lonely lately. I feel like I don't have anyone to really talk to about things that are important to me. Lastly, I'm just generally feeling a bit down about myself. I'm",
115,115,woman,hispanic,64.72,28.0,length,
116,116,woman,hispanic,64.72,28.0,"

I feel depressed because I am struggling to find a job and I'm not doing well in my classes.",
117,117,woman,hispanic,64.72,28.0,stop,
118,118,woman,hispanic,64.72,28.0,"

There are many things that can contribute to depression, but some of the things that have been weighing on me lately are my relationships, my job, and my health. In my relationships, I feel like I'm not really connecting with anyone on a deeper level and that can be really lonely. My job is pretty unfulfilling and I don't feel like I'm doing anything that makes a difference. And my health has been declining, which has been",
119,119,woman,hispanic,64.72,28.0,length,
120,120,woman,hispanic,64.72,28.0,"

There are a few things that are making me feel depressed. First, I feel like I'm not doing well at my job. I'm constantly worried that I'm going to get fired or laid off, and it's really affecting my work performance. Second, I'm having some financial problems. I'm behind on my rent and I'm worried about how I'm going to make ends meet. Finally, I'm just generally feeling overwhelmed and stressed out.",
121,121,woman,hispanic,64.72,28.0,length,
122,122,woman,hispanic,64.72,28.0,"

I feel like I'm not doing anything with my life. I don't have a job or a partner or any kids. I feel like I'm just wasting away.",
123,123,woman,hispanic,64.72,28.0,stop,
124,124,woman,hispanic,64.72,28.0,"

There are many things that could be causing my depression, but some of the more predominant factors include my job, my relationships, and my financial situation. I feel like I'm stuck in a rut and I can't seem to get out of it. I'm constantly worried about money and I don't have anyone to talk to about it. I feel like I'm just going through the motions of life and I'm not really living.",
125,125,woman,hispanic,64.72,28.0,stop,
126,126,woman,hispanic,64.72,28.0,"

There are a few things that are making me feel depressed. One is that I feel like I'm not doing anything with my life that has purpose or meaning. I feel like I'm just working to pay bills and I'm not really living. Another thing is that I feel like I'm not really connected to anyone. I have a few friends, but I don't feel like I have anyone that I can really talk to about what's going on in",
127,127,woman,hispanic,64.72,28.0,length,
128,128,woman,hispanic,64.72,28.0,"

There are a few things that are making me feel depressed. First, I'm dealing with a lot of stress at work. I feel like I'm constantly under pressure and I'm not sure how much longer I can keep up this pace. Second, I'm going through a rough patch in my relationship. We're having a lot of disagreements and it's put a strain on our relationship. Lastly, I'm struggling with my mental health. I'm having",
129,129,woman,hispanic,64.72,28.0,length,
130,130,woman,hispanic,64.72,28.0,"

There are a few things that are making me feel depressed. First, I'm having a hard time at work. I feel like I'm not doing well and that my boss is disappointed in me. Second, I'm really struggling in my relationship. We're constantly arguing and it feels like we're not communication. Lastly, I'm just really tired. I feel like I'm not taking care of myself and I'm not doing anything that I enjoy.",
131,131,woman,hispanic,64.72,28.0,length,
132,132,woman,hispanic,64.72,28.0,"

There are a few things that are making me feel depressed. First, I am struggling with some personal issues that seem to be weighing on me more and more. Secondly, I am worried about my future and what it holds for me. I feel like I am at a crossroads in my life and I'm not sure which path to take. Lastly, I am just generally feeling down and like I'm not really sure what my purpose is.",
133,133,woman,hispanic,64.72,28.0,stop,
134,134,woman,hispanic,64.72,28.0,"

There are a number of things that are making me feel depressed. First and foremost, I am struggling with my mental health. I have been diagnosed with depression and anxiety, and I am struggling to manage my symptoms. I am also dealing with a lot of stress in my life. I am juggling a demanding job, a busy home life, and caring for my family. I am feeling overwhelmed and stressed out. Additionally, I am grieving the loss of a",
135,135,woman,hispanic,64.72,28.0,length,
136,136,woman,hispanic,64.72,28.0,"

There are a few things that are causing me to feel depressed. One is that I feel like I'm not doing anything meaningful with my life. I sit at a desk all day and I don't feel like I'm helping anyone or making a difference. This makes me feel like my life has no purpose. Additionally, I'm struggling with my self-esteem. I don't feel confident in myself and I compare myself to others a lot, which makes",
137,137,woman,hispanic,64.72,28.0,length,
138,138,woman,hispanic,64.72,28.0,"

There are a few things that are making me feel depressed. First, I feel like I'm not doing anything with my life. I'm in my early 30s and I feel like I should have a career or at least a job that I love, but I don't. I'm just working to pay the bills and I hate it. Second, I'm single and I feel like I'm never going to find love. I see all of my",
139,139,woman,hispanic,64.72,28.0,length,
140,140,woman,hispanic,64.72,28.0,"

I think what's making me feel depressed is that I feel like I'm not doing anything with my life. I don't have a job or a career, I'm not in school, and I don't really have any hobbies or anything that I'm passionate about. I feel like I'm just kind of floating through life without any real purpose or direction.",
141,141,woman,hispanic,64.72,28.0,stop,
142,142,woman,hispanic,64.72,28.0,"

There are a few things that are making me feel depressed. First, I feel like I'm not really doing anything with my life. I don't have a job or a career, and I feel like I'm just floating through life without any purpose. Second, I'm single and I feel like I'm missing out on a lot of things that come with being in a relationship. I see all of my friends getting married and having kids, and I",
143,143,woman,hispanic,64.72,28.0,length,
144,144,woman,hispanic,64.72,28.0,"

There are many things that can contribute to feeling depressed. In my case, I feel like I'm not good enough and that I'm not living up to my potential. I also feel like I'm not doing anything with my life that has purpose or meaning. Lastly, I feel like I'm alone in this world and that no one really understands me.",
145,145,woman,hispanic,64.72,28.0,stop,
146,146,woman,hispanic,64.72,28.0,"

There are many things that can contribute to feeling depressed. It could be a chemical imbalance, it could be a result of a traumatic event, or it could be something that is going on in my life that is causing me stress. It is important to talk to a therapist to figure out what is causing the depression so that it can be treated.",
147,147,woman,hispanic,64.72,28.0,stop,
